Track name, Artist name, Album, Playlist name, Type, ISRC
Can You Feel It,Mr. Fingers,Washing Machine,Favorite Songs,Favorite,USV291496938
True Love Will Find You In The End,Sun Tailor,True Love Will Find You In The End,Favorite Songs,Favorite,DELJ82017547
i want war (BUT I NEED PEACE),Kali Uchis,TO FEEL ALIVE EP,Favorite Songs,Favorite,GBUM72001724
תחת כובד התפוח,ורוניק,תחת כובד התפוח,Favorite Songs,Favorite,IL1312002786
Fantasy,Against All Logic,2017 - 2019,Favorite Songs,Favorite,GBKPL2086121
Jacuzzi Rollercoaster,Róisín Murphy,Jacuzzi Rollercoaster / Can't Hang On,Favorite Songs,Favorite,UKF2D1800030
Night Service,Jacques Greene,Dawn Chorus,Favorite Songs,Favorite,GB5P51900237
Anna Painting,Four Tet,Anna Painting,Favorite Songs,Favorite,GBXNG1949001
Don’t Let Get You Down,Wajatta,Don’t Let Get You Down,Favorite Songs,Favorite,US25X1902276
Now U Got Me Hooked,Against All Logic,2012 - 2017,Favorite Songs,Favorite,GBKPL1899471
"1,618",Charlotte Adigéry,Charlotte Adigéry,Favorite Songs,Favorite,GBKPL1778044
Them Changes,Thundercat,Drunk,Favorite Songs,Favorite,US25X1090547
I Want You To Love Me,Fiona Apple,Fetch The Bolt Cutters,Favorite Songs,Favorite,USSM12001949
Demarcação Já - Remix 2,Zeca Baleiro,Demarcação Já (Remix 2),Favorite Songs,Favorite,BR4PS2000008
Quem Manda No Mic,Pongo,Quem Manda No Mic,Favorite Songs,Favorite,FRQ821900060
Beginning - Edit,LA Priest,Beginning,Favorite Songs,Favorite,GBCEL2000023
Love You Even More,Art Feynman,Near Negative,Favorite Songs,Favorite,US78L1717504
This Is How We Walk On The Moon,Arthur Russell,Corn,Favorite Songs,Favorite,USAK21400139
Antiguos Dueños De Las Flechas - Intiche Remix,Coro Qom Chelaalapi,Revisión EP,Favorite Songs,Favorite,UKLUL1800007
נמאס כבר לא להנות,Isaac DaBom,שירים,Favorite Songs,Favorite,FR59R2069350
Black Qualls - Single Version,Thundercat,Black Qualls (Single Version),Favorite Songs,Favorite,GBCFB1900298
The Daily Mail,Radiohead,The Daily Mail / Staircase,Favorite Songs,Favorite,GBU4B1100021
דלק,Or Edry,דלק,Favorite Songs,Favorite,IL1042002997
Venezia,Sébastien Tellier,Domesticated,Favorite Songs,Favorite,FRS712000030
Se você for a salvador,Brylho,Brylho,Favorite Songs,Favorite,BRWMB9806667
This Feeling (feat. Queen Rose),Yuksek,NOSSO RITMO,Favorite Songs,Favorite,FRPHR1900090
I Miss You (Dobie Rub Part One) - Sunshine Mix,Björk,Telegram,Favorite Songs,Favorite,USEE19689705
Problematic,Iron Wigs,Problematic,Favorite Songs,Favorite,QM6N22089400
Ana Belephoneq,Ishai Adar,Ana Belephoneq,Favorite Songs,Favorite,IL6192000839
Untitled (Late Sun) - Another Shade of DWIG Remix,Kerala Dust,Late Sun,Favorite Songs,Favorite,DEH741700834
Another Lover,Little Dragon,"New Me, Same Us",Favorite Songs,Favorite,GBCFB2000028
אסטרונאוט,גיאגיא ואיילו,לא אלבום אבל הנה,Favorite Songs,Favorite,QZES91930697
ילד פח מספר אחת,גיאגיא ואיילו,לא אלבום אבל הנה,Favorite Songs,Favorite,QZES91930685
פלופ ריביזיטד,גיאגיא ואיילו,לא אלבום אבל הנה,Favorite Songs,Favorite,QZES91930689
Gnawa Beat,Bab L' Bluz,Nayda!,Favorite Songs,Favorite,GBCPA2001487
Shadow Dancing,Andy Gibb,Shadow Dancing,Favorite Songs,Favorite,NLF057890050
Pelota,Khruangbin,Pelota,Favorite Songs,Favorite,USJ5G2019306
Ring My Bell,Anita Ward,Ring My Bell,Favorite Songs,Favorite,USSZ10503009
Pi Po Pa - Remastered 2018,Yosui Inoue,ハンサムボーイ (Remastered 2018),Favorite Songs,Favorite,JPFL01810940
WAKING UP DOWN,Yaeji,WAKING UP DOWN,Favorite Songs,Favorite,GBBKS2000039
WHEN I GROW UP,Yaeji,WHAT WE DREW 우리가 그려왔던,Favorite Songs,Favorite,GBBKS2000038
On,Kelly Lee Owens,On,Favorite Songs,Favorite,NOSTS2072020
Shutterbugg,Big Boi,Sir Lucious Left Foot...The Son Of Chico Dusty,Favorite Songs,Favorite,USUM71010530
Weird Fishes,Lianne La Havas,Weird Fishes,Favorite Songs,Favorite,GBAHT2000178
What Moves,LA Priest,GENE,Favorite Songs,Favorite,GBCEL1900353
Time (You and I),Khruangbin,Mordechai,Favorite Songs,Favorite,USJ5G2019302
10%,KAYTRANADA,10%,Favorite Songs,Favorite,USRC11901973
Saravá,Seu Jorge,Night Dreamer Direct-To-Disc Sessions,Favorite Songs,Favorite,SE5BU1968337
Sticks & Stones,Red Axes,Sticks & Stones,Favorite Songs,Favorite,USA2P2012890
Melt!,Kelly Lee Owens,Melt!,Favorite Songs,Favorite,NOSTS2072030
Flower,Jehnny Beth,Flower,Favorite Songs,Favorite,GB2DY2000012
Revenge (feat. The Flaming Lips),Danger Mouse,Dark Night of The Soul,Favorite Songs,Favorite,GBAYE1000380
Little Girl (feat. Julian Casablancas),Danger Mouse,Dark Night of The Soul,Favorite Songs,Favorite,GBAYE1000505
Jaykub (feat. Jason Lytle),Danger Mouse,Dark Night of The Soul,Favorite Songs,Favorite,GBAYE1000504
Into My Arms - 2011 Remastered Version,Nick Cave & The Bad Seeds,The Boatman's Call (2011 Remastered Version),Favorite Songs,Favorite,GBAJH1000649
Red Right Hand - 2011 Remastered Version,Nick Cave & The Bad Seeds,Let Love In (2011 Remastered Version),Favorite Songs,Favorite,GBAJH1000621
O Children,Nick Cave & The Bad Seeds,Abattoir Blues / The Lyre of Orpheus,Favorite Songs,Favorite,GBAJH0401579
Eyes Of My Mind,Axel Boman,Eyes Of My Mind,Favorite Songs,Favorite,SE2WJ2003001
Right Round The Clock,Sorry,925,Favorite Songs,Favorite,GBCEL1900531
Something More - Extended Mix,Róisín Murphy,Something More,Favorite Songs,Favorite,GB5KW2001670
"Lockdown (feat. JID, Noname & Jay Rock) - Remix",Anderson .Paak,Lockdown (Remix Bundle),Favorite Songs,Favorite,ZZOPM2003009
Pac-Man (feat. ScHoolboy Q),Gorillaz,Song Machine Episode 5,Favorite Songs,Favorite,GBAYE2000387
Exit Music (For a Film),Radiohead,OK Computer,Favorite Songs,Favorite,GBAYE9701372
327,Westside Gunn,Pray for Paris,Favorite Songs,Favorite,USUYG1305213
Video Game,Sufjan Stevens,Video Game,Favorite Songs,Favorite,US64G2015003
House Arrest - Jacques Lu Cont Remix,Sofi Tukker,House Arrest (Jacques Lu Cont Remix),Favorite Songs,Favorite,QM37X2000023
Just For You,Courtney Barnett,Just For You,Favorite Songs,Favorite,AUH122000001
בקבוק בלי פקק,Isaac DaBom,כשכל זה ייגמר,Favorite Songs,Favorite,FRX282041575
Corner Of My Sky ft. John Cale,Kelly Lee Owens,Corner of My Sky (ft. John Cale),Favorite Songs,Favorite,NOSTS2072070
Venezia - Tiger & Woods Remix,Sébastien Tellier,Venezia (Tiger & Woods Remix),Favorite Songs,Favorite,FRS712000230
Wildfires,SAULT,Untitled (Black Is),Favorite Songs,Favorite,UKMEH2000068
Bittersweet - Full Length,Lianne La Havas,Lianne La Havas,Favorite Songs,Favorite,GBAHT2000172
האפי עוואר,Isaac DaBom,כשכל זה ייגמר,Favorite Songs,Favorite,FRX282041574
Stunning Misshapes feat. Garden City Movement,MONJOE,Stunning Misshapes feat. Garden City Movement,Favorite Songs,Favorite,JPJ902008810
Ani Cham - Omri Smadar Remix,Rina,Ani Cham,Favorite Songs,Favorite,QZ5FN2020475
Badly,Jessy Lanza,All the Time,Favorite Songs,Favorite,GBLZC2000004
Someone New,Helena Deland,Someone New,Favorite Songs,Favorite,QM6MZ2028926
BEST INTEREST,"Tyler, The Creator",BEST INTEREST,Favorite Songs,Favorite,USQX92000078
Martín Fierro,Juana Molina,Segundo,Favorite Songs,Favorite,ARF990000011
Duele,Bomba Estéreo,Ayo,Favorite Songs,Favorite,USSD11700137
Noche Sueños,Mala,Mala in Cuba,Favorite Songs,Favorite,GBMEF1200512
Fantasma Vaga,Helado Negro,This Is How You Smile,Favorite Songs,Favorite,US6PQ1900050
Eso Que Tu Haces,Lido Pimienta,Miss Colombia,Favorite Songs,Favorite,USEP41948002
No,Nicolas Jaar,Sirens,Favorite Songs,Favorite,GBWWP1602103
Mujeres,Y La Bamba,Mujeres,Favorite Songs,Favorite,QMM3X1908109
Antiguos Dueños De Las Flechas - Original Mix,Coro Qom Chelaalapi,Revisión EP,Favorite Songs,Favorite,UKLUL1800004
Camino Sobre Piedras,Dat García,Maleducada,Favorite Songs,Favorite,GBGLW1700029
If Loving You Is Wrong,Against All Logic,2017 - 2019,Favorite Songs,Favorite,GBKPL2086118
4 American Dollars,U.S. Girls,Heavy Light,Favorite Songs,Favorite,GBAFL1900389
Up All Night,SAULT,5,Favorite Songs,Favorite,UKMEH1900011
Everyday,Weyes Blood,Titanic Rising,Favorite Songs,Favorite,USSUB1923203
Water Me Down,Vagabon,Vagabon,Favorite Songs,Favorite,USNO11900168
Cityfade,Against All Logic,2012 - 2017,Favorite Songs,Favorite,GBKPL1899470
Stop Dem,SAULT,Untitled (Black Is),Favorite Songs,Favorite,UKMEH2000065
el cielo no es de nadie - Edit,Ela Minus,el cielo no es de nadie,Favorite Songs,Favorite,GBCEL2000312
Take Hold Of Me,Ane Brun,Take Hold Of Me,Favorite Songs,Favorite,SEVVQ2000110
Night,Kelly Lee Owens,Inner Song,Favorite Songs,Favorite,NOSTS2072080
FAR AWAY,Jessie Reyez,FAR AWAY,Favorite Songs,Favorite,USUG11901550
Forlorn Hope,Oceanvs Orientalis,Forlorn Hope,Favorite Songs,Favorite,US83Z2027907
Weird Fishes/ Arpeggi,Radiohead,In Rainbows,Favorite Songs,Favorite,GBSTK0700004
Shipwreck,Modeselektor,Monkeytown,Favorite Songs,Favorite,DEOE81100112
La ritournelle,Sébastien Tellier,La ritournelle - EP,Favorite Songs,Favorite,FRS710300071
I Have Seen,Zero 7,Simple Things,Favorite Songs,Favorite,GBCHV0150161
Loud Places - Special Request VIP,Jamie xx,Loud Places (Remixes),Favorite Songs,Favorite,UK7MC1500078
Bemakom Acher,Reo,Mechonat HaZman Shel HaLev,Favorite Songs,Favorite,IL6431500001
You're Gonna Need Me,Dionne Warwick,Just Being Myself,Favorite Songs,Favorite,USWB10405029
That Battle Is Over,Jenny Hval,"Apocalypse, girl",Favorite Songs,Favorite,US5NR1513403
Torrey Pine,Chris Cohen,As If Apart,Favorite Songs,Favorite,QMMZN1601105
Strawberry Letter 23,The Brothers Johnson,Right On Time,Favorite Songs,Favorite,USAM17700852
Lonely World,Moses Sumney,Aromanticism,Favorite Songs,Favorite,US38Y1730806
You Can Do It,Spike,Sometimes (Sexican Version),Favorite Songs,Favorite,USXCR1500168
לא גומר ת'חודש,Aric Lavie,אריק לביא שר (1980),Favorite Songs,Favorite,IL1010003406
True Love Will Find You In The End,Daniel Johnston,1990,Favorite Songs,Favorite,USPGQ0800020
Some Things Last A Long Time,Daniel Johnston,1990,Favorite Songs,Favorite,USPGQ0800017
Walking The Cow,Daniel Johnston,Hi How Are You,Favorite Songs,Favorite,USA560537709
Story Of An Artist,Daniel Johnston,Welcome To My World,Favorite Songs,Favorite,USA370567875
Serre moi 2020,Tryo,Serre moi 2020,Favorite Songs,Favorite,FR44T2010051
Urge For Going,Joni Mitchell,Urge For Going,Favorite Songs,Favorite,USRH12002252
Borderline - Blood Orange Remix,Tame Impala,Borderline (Blood Orange Remix),Favorite Songs,Favorite,AUUM72000403
Mumbai Syndrom,Red Axes,Trips #3: India,Favorite Songs,Favorite,DEG931913288
Heartbreak,Bonobo,Heartbreak,Favorite Songs,Favorite,GBCFB2000411
Domestic Tasks - Tolouse Low Trax Remix,Sébastien Tellier,Domestic Tasks (Tolouse Low Trax Remix),Favorite Songs,Favorite,FRS712000260
Oh How We Drift Away,Tim Heidecker,Oh How We Drift Away,Favorite Songs,Favorite,QMDN22000078
Straws In The Wind,King Gizzard & The Lizard Wizard,Straws In The Wind,Favorite Songs,Favorite,AUTZK2000055
Never Enough - Mousse T. & Boris Dlugosch Odd Couple Radio Edit,Boris Dlugosch,Never Enough,Favorite Songs,Favorite,DEP082000046
Free,SAULT,Untitled (Rise),Favorite Songs,Favorite,UKMEH2000093
Strange Timez (feat. Robert Smith),Gorillaz,Song Machine Episode 6,Favorite Songs,Favorite,GBAYE2000598
Lamma Bada Yatathanna - Oceanvs Orientalis Rework,Oceanvs Orientalis,Lamma Bada Yatathanna,Favorite Songs,Favorite,US83Z2029936
Video Game,Sufjan Stevens,The Ascension,Favorite Songs,Favorite,US64G2015003
Make Me An Offer I Cannot Refuse,Sufjan Stevens,The Ascension,Favorite Songs,Favorite,US64G2015001
Landslide,Sufjan Stevens,The Ascension,Favorite Songs,Favorite,US64G2015009
The Pink Phantom (feat. Elton John and 6LACK),Gorillaz,The Pink Phantom (feat. Elton John and 6LACK),Favorite Songs,Favorite,GBAYE2000602
Wings,Kadhja Bonet,Childqueen,Favorite Songs,Favorite,USFP71865807
Didn't Cha Know,Erykah Badu,Mama's Gun,Favorite Songs,Favorite,USMO10001020
Sugar,Sufjan Stevens,The Ascension,Favorite Songs,Favorite,US64G2015013
Beachwalk,Oceanvs Orientalis,Gran Tribulación,Favorite Songs,Favorite,US83Z2031667
"It's All over Now, Baby Blue",ANOHNI,"It's All over Now, Baby Blue b/w Be My Husband",Favorite Songs,Favorite,US38W2041401
Charcoal Baby,Blood Orange,Negro Swan,Favorite Songs,Favorite,GBCEL1800202
Moonlight,Future Islands,Moonlight,Favorite Songs,Favorite,GBAFL2000219
10%,KAYTRANADA,BUBBA,Favorite Songs,Favorite,USRC11901973
Love-Lore 2 (Knight Rider/Raymond Scott/Mauricio Kagel/Eddie Grant/Gary Numan),Deerhoof,Love-Lore,Favorite Songs,Favorite,USJZA2034702
Ital Visions,Roots Manuva,Run Come Save Me,Favorite Songs,Favorite,GBCFB0101260
עוד מעט,Aya Zahavi Feiglin,החיים שלי קצרים מדי וארוכים נורא,Favorite Songs,Favorite,IL1022011672
C’est parce que j’m’en fous,Marie Davidson,Renegade Breakdown,Favorite Songs,Favorite,GBCFB2000181
Echoes,Roosevelt,Echoes,Favorite Songs,Favorite,GBRTB2000055
Strong,SAULT,Untitled (Rise),Favorite Songs,Favorite,UKMEH2000085
Os Escravos De Jó,Wilson Simonal,MPB Para Crianças,Favorite Songs,Favorite,BREMI6700322
Overuse,Masok,Overuse,Favorite Songs,Favorite,IL6721700432
Re-Wild,Kelly Lee Owens,Inner Song,Favorite Songs,Favorite,NOSTS2072040
Host,Totemo,Heavy as My Dreams EP,Favorite Songs,Favorite,IL4040100847
Yawn,Bullion,Heaven Is Over,Favorite Songs,Favorite,US38Y2037604
I Don't Belong,Fontaines D.C.,A Hero's Death,Favorite Songs,Favorite,USBQU1900222
Angie Baby,Helen Reddy,Free And Easy,Favorite Songs,Favorite,USCA28700778
This Feeling,Alabama Shakes,Sound & Color,Favorite Songs,Favorite,USATO1400855
Steal Me Easy,Denise Johnson,Where Does It Go,Favorite Songs,Favorite,usl4q2011147
Something More,Róisín Murphy,Róisín Machine,Favorite Songs,Favorite,GB5KW2002207
Something More - Soulwax Remix,Róisín Murphy,Something More (Soulwax Remix),Favorite Songs,Favorite,GB5KW2002979
מרגיש נפלא,NOROZ,מרגיש נפלא,Favorite Songs,Favorite,il5841926436
Lover 4 Now (feat. Todd Edwards) - Edit,Groove Armada,Lover 4 Now (feat. Todd Edwards) [Edit],Favorite Songs,Favorite,GB5KW2001607
And,Colorama,And,Favorite Songs,Favorite,GBX262000006
Woman (feat. Lianne La Havas),Nao,Woman (feat. Lianne La Havas),Favorite Songs,Favorite,GBARL2000843
Cranes In The Sky,Big Joanie,Cranes In The Sky,Favorite Songs,Favorite,US3JJ1900455
Say the Name,clipping.,Say the Name,Favorite Songs,Favorite,USSUB2033102
Love-Lore 5 (Velvet Underground/Laurie Anderson),Deerhoof,Love-Lore,Favorite Songs,Favorite,USJZA2034705
The Pink Phantom (feat. Elton John and 6LACK),Gorillaz,"Song Machine, Season One: Strange Timez (Deluxe)",Favorite Songs,Favorite,GBAYE2000602
Strange Timez (feat. Robert Smith),Gorillaz,"Song Machine, Season One: Strange Timez (Deluxe)",Favorite Songs,Favorite,GBAYE2000598
Run Away With Me,Sufjan Stevens,The Ascension,Favorite Songs,Favorite,US64G2015002
I Just Want to Dance,SAULT,Untitled (Rise),Favorite Songs,Favorite,UKMEH2000088
Only Time Makes It Human,King Princess,Only Time Makes It Human,Favorite Songs,Favorite,USSM12006017
Before,James Blake,Before,Favorite Songs,Favorite,USUM72019807
Day We Met,Fatima Yamaha,Day We Met (Remixes),Favorite Songs,Favorite,NLW042000061
What's a Girl to Do,Fatima Yamaha,A Girl Between Two Worlds,Favorite Songs,Favorite,NLW041200326
Is This a Dream?,Shadow Show,What Again Is Real?,Favorite Songs,Favorite,QZK6K2037133
Stil,Acid Arab,Musique De France,Favorite Songs,Favorite,BE6F51601160
Andean Condor,Pixx,Small Mercies,Favorite Songs,Favorite,GBAFL1800386
Tarhatazed,Mdou Moctar,Ilana (The Creator),Favorite Songs,Favorite,QZDZE1905106
Junun,Shye Ben Tzur,Junun,Favorite Songs,Favorite,USNO11500452
Whitey on the Moon,Gil Scott-Heron,The Revolution Will Not Be Televised,Favorite Songs,Favorite,USRC17001682
Off You,The Breeders,Title Tk,Favorite Songs,Favorite,GBAFL0101013
Jealousy - House Mix,Róisín Murphy,Jealousy,Favorite Songs,Favorite,GB7NR1513901
The Valley of The Pagans (feat. Beck),Gorillaz,"Song Machine, Season One: Strange Timez (Deluxe)",Favorite Songs,Favorite,GBAYE2000599
Inner Song,Kelly Lee Owens,Inner Song,Favorite Albums,Album,
Dark Night of The Soul,Danger Mouse,Dark Night of The Soul,Favorite Albums,Album,
Hejira,Joni Mitchell,Hejira,Favorite Albums,Album,
3.15.20,Childish Gambino,3.15.20,Favorite Albums,Album,
Childhood Memories,Electric Zoo,Childhood Memories,Favorite Albums,Album,
Lux Prima,Karen O,Lux Prima,Favorite Albums,Album,
RADAR Reworked (Live with the Israel Camerata Jerusalem),Noga Erez,RADAR Reworked (Live with the Israel Camerata Jerusalem),Favorite Albums,Album,
We out Here,Various Artists,We out Here,Favorite Albums,Album,
On the Beach,Neil Young,On the Beach,Favorite Albums,Album,
Stage Whisper,Charlotte Gainsbourg,Stage Whisper,Favorite Albums,Album,
Rome,Danger Mouse,Rome,Favorite Albums,Album,
MILANO,Daniele Luppi,MILANO,Favorite Albums,Album,
Lotta Sea Lice,Courtney Barnett,Lotta Sea Lice,Favorite Albums,Album,
Prince of Tears,Baxter Dury,Prince of Tears,Favorite Albums,Album,
The Fragile,Nine Inch Nails,The Fragile,Favorite Albums,Album,
Mountain Moves,Deerhoof,Mountain Moves,Favorite Albums,Album,
american dream,LCD Soundsystem,american dream,Favorite Albums,Album,
Golden (feat. Hodgy),Nanna.B,Golden (feat. Hodgy),Favorite Albums,Album,
The Magic,Deerhoof,The Magic,Favorite Albums,Album,
This Old Dog,Mac DeMarco,This Old Dog,Favorite Albums,Album,
It's Album Time,Todd Terje,It's Album Time,Favorite Albums,Album,
Simple Science,Zero 7,Simple Science,Favorite Albums,Album,
To Pimp A Butterfly,Kendrick Lamar,To Pimp A Butterfly,Favorite Albums,Album,
The Crystal Axis,Midnight Juggernauts,The Crystal Axis,Favorite Albums,Album,
Luzmila Carpio Remixed (Luzmila Carpio Meets ZZK),Luzmila Carpio,Luzmila Carpio Remixed (Luzmila Carpio Meets ZZK),Favorite Albums,Album,
In Our Nature,José González,In Our Nature,Favorite Albums,Album,
Currents,Tame Impala,Currents,Favorite Albums,Album,
Portraits,Maribou State,Portraits,Favorite Albums,Album,
Tetra,C2C,Tetra,Favorite Albums,Album,
LCD Soundsystem,,,Favorite Artists,Artist,
Ibrahim Maalouf,,,Favorite Artists,Artist,
Television,,,Favorite Artists,Artist,
Madrugada,,,Favorite Artists,Artist,
Liron Amram,,,Favorite Artists,Artist,
XXXTENTACION,,,Favorite Artists,Artist,
The White Screen,,,Favorite Artists,Artist,
RJD2,,,Favorite Artists,Artist,
Future Islands,,,Favorite Artists,Artist,
Justice,,,Favorite Artists,Artist,
SAULT,,,Favorite Artists,Artist,
Hila Ruach,,,Favorite Artists,Artist,
C2C,,,Favorite Artists,Artist,
Dirty Art Club,,,Favorite Artists,Artist,
The National,,,Favorite Artists,Artist,
Dudu Tassa,,,Favorite Artists,Artist,
Grandaddy,,,Favorite Artists,Artist,
Oceanvs Orientalis,,,Favorite Artists,Artist,
Thee Oh Sees,,,Favorite Artists,Artist,
Róisín Murphy,,,Favorite Artists,Artist,
Soulwax,,,Favorite Artists,Artist,
Tierra Whack,,,Favorite Artists,Artist,
Clap! Clap!,,,Favorite Artists,Artist,
Temples,,,Favorite Artists,Artist,
Pond,,,Favorite Artists,Artist,
Younger Brother,,,Favorite Artists,Artist,
Wand,,,Favorite Artists,Artist,
Jungle,,,Favorite Artists,Artist,
Nick Drake,,,Favorite Artists,Artist,
The Shaolin Afronauts,,,Favorite Artists,Artist,
Dan Sartain,,,Favorite Artists,Artist,
Roei Freilich,,,Favorite Artists,Artist,
Little Dragon,,,Favorite Artists,Artist,
King Gizzard & The Lizard Wizard,,,Favorite Artists,Artist,
Medhane,,,Favorite Artists,Artist,
Ze Roberto,,,Favorite Artists,Artist,
Kadhja Bonet,,,Favorite Artists,Artist,
Stone Cold Fox,,,Favorite Artists,Artist,
Four Tet,,,Favorite Artists,Artist,
Electrelane,,,Favorite Artists,Artist,
Maribou State,,,Favorite Artists,Artist,
The Valley of The Pagans (feat. Beck),Gorillaz,"Song Machine, Season One: Strange Timez (Deluxe)",Noa Argov 25.10.20,Playlist track,GBAYE2000599
Crash,Nilüfer Yanya,Crash,Noa Argov 25.10.20,Playlist track,USATO2000454
